seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_1186764	1522	No terminal repeats	2	11	0.9984	0.0013	2	2.6928	T_virB10	NA
k121_689728	2939	No terminal repeats	4	11	0.9984	0.0013	2	2.7528	MOBH	NA
k121_228852	1703	No terminal repeats	2	11	0.9983	0.0013	1	1.7183	NA	NA
k121_1215148	1664	No terminal repeats	2	11	0.9983	0.0013	1	1.7183	MOBP1	NA
k121_1258367	1369	No terminal repeats	2	11	0.9981	0.0013	2	2.3794	F_traF;F_trbC	NA
k121_1041058	1809	No terminal repeats	5	11	0.9979	0.0013	2	3.2105	F_traL	NA
k121_536040	1337	No terminal repeats	3	11	0.9979	0.0014	1	1.7183	NA	NA
k121_226532	2259	No terminal repeats	4	11	0.9978	0.0014	1	2.3180	NA	NA
k121_1388056	2246	No terminal repeats	4	11	0.9978	0.0014	3	3.8095	T_virB3;virb4	NA
k121_1336392	2302	No terminal repeats	4	11	0.9976	0.0014	3	5.4221	T_virB5;T_virB10	NA
k121_786221	1023	No terminal repeats	2	11	0.9976	0.0015	1	1.7183	NA	NA
k121_1214196	1381	No terminal repeats	3	11	0.9972	0.0015	1	2.5686	NA	NA
k121_186437	1287	No terminal repeats	4	11	0.9971	0.0015	2	3.0751	F_traL;F_traE	NA
k121_55245	18263	No terminal repeats	16	11	0.9970	0.0016	3	3.7439	T_virB9;T_virB8	NA
k121_687731	1408	No terminal repeats	3	11	0.9968	0.0016	1	2.9719	NA	NA
k121_1193891	1943	No terminal repeats	3	11	0.9959	0.0017	2	2.4974	F_traN;F_traF	NA
k121_998537	1689	No terminal repeats	3	11	0.9950	0.0017	1	2.2711	NA	NA
k121_1260827	1739	No terminal repeats	3	11	0.9949	0.0018	2	3.4366	T_virB2;T_virB3	NA
k121_49304	3301	No terminal repeats	4	11	0.9947	0.0019	1	2.4075	NA	NA
k121_1218668	1109	No terminal repeats	2	11	0.9940	0.0020	1	1.7183	NA	NA
k121_1280176	8068	No terminal repeats	10	11	0.9936	0.0020	2	6.6184	MOBP1	NA
k121_1284875	5933	No terminal repeats	7	11	0.9934	0.0021	4	6.0933	F_traL;F_traE;F_traK;F_traB	NA
k121_485447	3115	No terminal repeats	6	11	0.9922	0.0022	1	2.0276	NA	NA
k121_537387	19898	No terminal repeats	19	11	0.9918	0.0024	11	14.6238	F_traE;F_traB;F_traV;virb4;F_traW;F_traU;F_trbC;F_traN;F_traF;F_traH;F_traG;T_virB1	NA
k121_1402246	1836	No terminal repeats	2	11	0.9890	0.0025	1	1.6808	MOBQ	NA
k121_650793	1110	No terminal repeats	1	11	0.9887	0.0027	1	1.5314	NA	NA
k121_906592	3695	No terminal repeats	5	11	0.9885	0.0028	1	2.2753	NA	NA
k121_1020630	1962	No terminal repeats	2	11	0.9804	0.0031	1	1.6808	MOBQ	NA
k121_565960	3281	No terminal repeats	4	11	0.9709	0.0036	3	3.2164	T_virB6;T_virB9	NA
k121_1186723	24989	No terminal repeats	28	11	0.9655	0.0041	4	5.2272	T_virB6;T_virB5;virb4	NA
k121_1247758	7580	No terminal repeats	8	11	0.9598	0.0047	1	1.7054	NA	NA
k121_321817	7438	No terminal repeats	5	11	0.9563	0.0053	1	2.6481	NA	NA
k121_642264	3352	No terminal repeats	2	11	0.9523	0.0060	2	2.3426	t4cp1;MOBH	NA
k121_696600	12010	No terminal repeats	11	11	0.9467	0.0068	5	7.4536	F_traF;F_traH;F_traG;T_virB1	NA
k121_797948	1670	No terminal repeats	3	11	0.9442	0.0075	1	2.9530	NA	NA
k121_523463	1195	No terminal repeats	2	11	0.9401	0.0083	2	2.4250	F_traH;F_traF	NA
k121_501600	2446	No terminal repeats	4	11	0.9401	0.0091	1	1.5073	NA	NA
k121_657708	1203	No terminal repeats	3	4	0.9383	0.0099	2	2.0565	NA	NA
k121_1058830	1619	No terminal repeats	4	11	0.9364	0.0107	1	2.7416	NA	NA
k121_24966	2432	No terminal repeats	3	11	0.9356	0.0115	3	4.2201	F_traB;F_traK;F_traE	NA
k121_436937	1008	No terminal repeats	3	11	0.9353	0.0122	1	2.5686	NA	NA
k121_892035	1639	No terminal repeats	2	11	0.9233	0.0131	1	1.7016	NA	NA
k121_460623	1962	No terminal repeats	3	11	0.9139	0.0142	1	1.7183	NA	NA
k121_35071	1955	No terminal repeats	4	11	0.8697	0.0157	3	3.9491	virb4;F_traV	NA
k121_715613	7105	No terminal repeats	4	11	0.8604	0.0174	3	2.5686	F_traU;F_traW	NA
k121_1154947	1728	No terminal repeats	4	11	0.8562	0.0191	1	2.2753	NA	NA
k121_1018813	1168	No terminal repeats	3	11	0.8512	0.0208	2	2.4653	F_traW;F_traU	NA
k121_1064622	1054	No terminal repeats	2	11	0.8396	0.0226	1	2.1676	NA	NA
k121_1256953	2552	No terminal repeats	2	11	0.8395	0.0244	1	1.5023	NA	NA
k121_819166	1673	No terminal repeats	3	11	0.8231	0.0263	2	2.6928	T_virB10	NA
k121_293305	3011	No terminal repeats	3	11	0.8206	0.0282	1	2.4030	NA	NA
k121_723600	1705	No terminal repeats	4	11	0.8155	0.0302	1	1.7894	NA	NA
