seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_277126	2050	No terminal repeats	5	11	0.9623	0.0086	1	2.7920	NA	NA
k121_268910	1103	No terminal repeats	4	11	0.9589	0.0092	1	2.2753	NA	NA
k121_208223	2724	No terminal repeats	3	11	0.9575	0.0097	1	2.2848	NA	NA
k121_435362	1883	No terminal repeats	2	11	0.9533	0.0103	1	1.7134	NA	NA
k121_567563	1124	No terminal repeats	2	11	0.9476	0.0110	2	2.4245	virb4;F_traV	NA
k121_430616	1934	No terminal repeats	4	11	0.9375	0.0118	3	3.7006	F_traW;F_traU	NA
k121_51146	1443	No terminal repeats	3	11	0.9180	0.0128	1	2.1838	NA	NA
k121_388661	3847	No terminal repeats	5	11	0.8924	0.0142	2	2.0341	G_tfc7;t4cp1	NA
k121_550445	4994	No terminal repeats	6	11	0.8755	0.0159	2	4.6933	NA	NA
k121_28471	7014	No terminal repeats	11	11	0.8679	0.0175	1	5.9558	NA	NA
k121_124890	3825	No terminal repeats	9	11	0.8470	0.0195	1	2.6019	NA	NA
k121_584795	5726	No terminal repeats	5	11	0.8008	0.0220	1	1.5616	F_traG	NA
