seq_name	length	topology	n_genes	genetic_code	plasmid_score	fdr	n_hallmarks	marker_enrichment	conjugation_genes	amr_genes
k121_553687	2585	No terminal repeats	3	11	0.9986	0.0013	1	2.9175	MOBP1	NA
k121_162884	1212	No terminal repeats	2	11	0.9986	0.0013	2	3.4339	MOBP1	NA
k121_20219	1007	No terminal repeats	2	11	0.9986	0.0013	1	3.4300	NA	NA
k121_266381	7273	No terminal repeats	10	11	0.9986	0.0013	2	6.6271	MOBP1	NA
k121_169840	11644	No terminal repeats	9	11	0.9986	0.0013	2	5.9638	F_traG;t4cp1	NA
k121_114435	3108	No terminal repeats	3	11	0.9985	0.0013	1	2.0896	NA	NA
k121_480478	2080	No terminal repeats	4	11	0.9985	0.0013	1	1.7183	NA	NA
k121_156160	10430	No terminal repeats	13	11	0.9984	0.0014	3	6.7436	T_virB10;T_virB5	NA
k121_139274	2688	No terminal repeats	6	11	0.9983	0.0014	1	4.1473	F_trbC	NA
k121_518352	9844	No terminal repeats	8	11	0.9982	0.0014	4	6.8521	F_traG;F_traH;F_traF;F_traV	NA
k121_150019	5166	No terminal repeats	6	11	0.9981	0.0014	2	4.1281	F_trbC	NA
k121_191123	3927	No terminal repeats	6	11	0.9981	0.0014	1	1.9820	T_virB10	NA
k121_257152	1051	No terminal repeats	1	11	0.9981	0.0014	1	1.5023	NA	NA
k121_528835	5382	No terminal repeats	8	11	0.9981	0.0014	3	3.8598	F_traE;F_traL	NA
k121_108635	1055	No terminal repeats	3	11	0.9980	0.0015	2	2.6197	T_virB5	NA
k121_138403	1155	No terminal repeats	2	11	0.9979	0.0015	1	1.7183	MOBP1	NA
k121_146098	2968	No terminal repeats	5	11	0.9979	0.0015	2	2.4284	F_traH;F_traF	NA
k121_604646	2052	DTR	2	11	0.9979	0.0015	1	1.7134	NA	NA
k121_183746	1036	No terminal repeats	3	11	0.9978	0.0015	1	3.4300	NA	NA
k121_87138	2202	No terminal repeats	2	11	0.9978	0.0015	2	2.1795	T_virB9;T_virB8	NA
k121_497770	1950	No terminal repeats	2	11	0.9971	0.0016	2	2.0226	T_virB9;T_virB8	NA
k121_164798	1139	No terminal repeats	4	11	0.9966	0.0016	2	3.0139	T_virB3;T_virB2	NA
k121_252066	6678	No terminal repeats	6	11	0.9959	0.0017	1	2.7110	NA	NA
k121_589275	6810	No terminal repeats	9	11	0.9954	0.0017	4	4.6437	virb4;F_traW;F_traU;F_trbC	NA
k121_205546	2497	No terminal repeats	3	11	0.9947	0.0018	3	3.7409	MOBH;F_traW;F_traU	NA
k121_112187	1729	No terminal repeats	3	11	0.9937	0.0019	1	2.5686	NA	NA
k121_105261	1111	No terminal repeats	2	11	0.9926	0.0020	2	2.4965	T_virB5;T_virB10	NA
k121_291531	1314	No terminal repeats	4	11	0.9924	0.0021	1	2.1825	NA	NA
k121_185261	1075	No terminal repeats	2	11	0.9918	0.0023	2	2.4073	G_tfc23;G_tfc24	NA
k121_331299	1165	No terminal repeats	2	11	0.9916	0.0024	1	1.5465	T_virB5	NA
k121_316395	1210	No terminal repeats	2	11	0.9911	0.0025	1	1.5453	NA	NA
k121_567191	1040	No terminal repeats	3	11	0.9844	0.0028	2	2.5273	T_virB5	NA
k121_301197	1065	No terminal repeats	3	11	0.9469	0.0037	2	2.2801	T_virB2;T_virB3	NA
k121_471079	1045	No terminal repeats	1	11	0.9388	0.0047	1	1.6645	MOBP1	NA
k121_4097	3058	No terminal repeats	4	11	0.8686	0.0070	2	2.6486	t4cp1	NA
k121_334143	3429	No terminal repeats	4	11	0.8439	0.0096	1	2.4439	NA	NA
k121_544239	2459	No terminal repeats	5	11	0.8373	0.0123	1	2.2753	NA	NA
