TermID,Name,Value,LogSize,Frequency,Uniqueness,Dispensability,PC_0,PC_1,Representative
GO:0016310,phosphorylation,89,6.351641146,7.474579997,0.850495627,0.62371761,null,null,6468
GO:0009060,aerobic respiration,87,5.472276559,0.986781359,0.898701232,0.89392753,null,null,19684
GO:0009253,peptidoglycan catabolic process,85,4.633165354,0.142922659,0.776970211,0.73933987,null,null,46168
GO:1902600,proton transmembrane transport,84,5.462790183,0.96546054,0.891603134,0.74562415,null,null,6812
GO:0015694,mercury ion transport,80,3.428620673,0.008920817,0.881413327,0.76649623,null,null,46688
GO:0006457,protein folding,79,5.502977151,1.059062592,0.988364756,0.01130353,-4.403506398,4.543484296,null
GO:0006139,nucleobase-containing compound metabolic process,78,6.851645188,23.63692449,0.786628706,0.35376162,4.728806276,-3.435185153,null
GO:0006878,intracellular copper ion homeostasis,77,4.001300933,0.033358266,0.994084462,0,-5.906021245,1.957435524,null
GO:0000271,polysaccharide biosynthetic process,76,5.21145428,0.541249431,0.798100594,0.81893984,null,null,5976
GO:0015716,organic phosphonate transport,76,4.0040633,0.033571142,0.924949296,0.38358391,-0.672365112,-7.302413187,null
GO:0019700,organic phosphonate catabolic process,75,3.696967641,0.016551075,0.840052767,0.67753605,null,null,46168
GO:0006298,mismatch repair,74,4.670329363,0.155691867,0.791844985,0.69737981,null,null,6310
GO:0015996,chlorophyll catabolic process,74,3.172894698,0.004949357,0.808002221,0.85754348,null,null,15995
GO:0000105,histidine biosynthetic process,73,5.009518882,0.339985562,0.740347115,0.53375421,null,null,6537
GO:0090305,nucleic acid phosphodiester bond hydrolysis,72,5.45753826,0.953855496,0.822743458,0.30635359,6.341225836,-4.324314655,null
GO:0009712,catechol-containing compound metabolic process,71,4.27989498,0.063360416,0.864038887,0.17092913,5.264158055,-5.994264435,null
GO:0007304,chorion-containing eggshell formation,70,2.902546779,0.002654292,0.981454465,0.00667848,-6.123574847,0.838319876,null
GO:0006813,potassium ion transport,69,5.238354769,0.575835058,0.910839328,0.7004259,null,null,6812
GO:0006413,translational initiation,67,5.194211757,0.520181402,0.744918894,0.57174358,null,null,6418
GO:0019646,aerobic electron transport chain,67,4.74551199,0.185118588,0.910565874,0.79448171,null,null,19684
GO:0042619,poly-hydroxybutyrate biosynthetic process,67,3.844725628,0.023259982,0.914138792,0.03484964,3.025719746,-6.074025491,null
GO:0034194,D-galactonate catabolic process,66,3.521530341,0.011049572,0.776510091,0.51256643,null,null,19439
GO:0009435,NAD biosynthetic process,65,4.856305866,0.238916235,0.701515348,0.38962385,5.407003536,-0.953968035,null
GO:0030416,methylamine metabolic process,65,3.302330929,0.006668992,0.901848971,0.05346682,-0.567115733,2.008194395,null
GO:0006071,glycerol metabolic process,64,4.622690553,0.13951665,0.802723358,0.62761176,null,null,9712
GO:0017000,antibiotic biosynthetic process,64,4.548880563,0.117710209,0.907282725,0.12010102,3.879077793,-6.275871637,null
GO:0009236,cobalamin biosynthetic process,62,4.939748819,0.2895274,0.722816166,0.73080105,null,null,6694
GO:0016226,iron-sulfur cluster assembly,62,4.969154884,0.30981045,0.870155576,0.61559643,null,null,19346
GO:0008299,isoprenoid biosynthetic process,61,5.18750662,0.512211873,0.825658948,0.9212096,null,null,6694
GO:0009143,nucleoside triphosphate catabolic process,61,4.437496886,0.091080807,0.712884275,0.76390323,null,null,19439
GO:0071555,cell wall organization,61,5.415440798,0.86573499,0.933864676,0.40925318,-1.088512389,-2.998832144,null
GO:0006811,monoatomic ion transport,58,6.121695396,4.401907472,0.920195137,0.42498716,-1.328539553,-6.642044982,null
GO:0008218,bioluminescence,58,3.552546548,0.011867813,0.946872699,0.05477816,-5.914019746,-2.512501799,null
GO:0002100,tRNA wobble adenosine to inosine editing,57,4.021478732,0.034944855,0.804455528,0.56951473,null,null,6418
GO:0071805,potassium ion transmembrane transport,57,5.1261444,0.44472034,0.896191506,0.71723638,null,null,6812
GO:0005996,monosaccharide metabolic process,56,5.436522024,0.908795726,0.797314814,0.59519536,null,null,5976
GO:0009297,pilus assembly,55,3.953807998,0.029902365,0.943437785,0.76452354,null,null,44780
GO:0009116,nucleoside metabolic process,53,5.112923233,0.431385682,0.728824215,0.51496212,null,null,9435
GO:0006006,glucose metabolic process,52,5.076549425,0.396726879,0.802086193,0.85668775,null,null,5976
GO:0017038,protein import,52,4.181357592,0.050498076,0.904505545,0.4350461,-0.435400687,-6.877560195,null
GO:0051607,defense response to virus,52,4.673048568,0.156669764,0.934711117,0.49324086,-2.009413546,5.645222229,null
GO:0017013,protein flavinylation,51,3.910624405,0.027071785,0.865041059,0.3993582,8.327363684,1.903681746,null
GO:0006419,alanyl-tRNA aminoacylation,50,4.220448065,0.055254514,0.711462527,0.75182575,null,null,6418
GO:0006814,sodium ion transport,50,5.072672587,0.393201127,0.913675585,0.70897987,null,null,6812
GO:0043419,urea catabolic process,49,4.072690955,0.039318782,0.772747795,0.43070226,4.747687763,1.644873608,null
GO:0017004,cytochrome complex assembly,49,4.849947372,0.235443702,0.93907295,0.5567948,null,null,44780
GO:0006400,tRNA modification,48,5.471061298,0.984023955,0.749605057,0.77497043,null,null,6418
GO:0006801,superoxide metabolic process,48,4.590930957,0.129677808,0.936962563,0.06696524,-4.138472864,5.250569136,null
GO:0030254,protein secretion by the type III secretion system,48,3.84185981,0.023106977,0.90258751,0.80297361,null,null,30255
GO:0072488,ammonium transmembrane transport,48,4.349413527,0.074360096,0.905862491,0.44806711,-0.501173952,-6.218613481,null
GO:0006885,regulation of pH,47,4.319439203,0.069400761,0.972474303,0.72147023,null,null,6878
GO:0022900,electron transport chain,47,5.682764024,1.602171357,0.897049788,0.75761042,null,null,19684
GO:0006542,glutamine biosynthetic process,46,4.426998959,0.088905484,0.757431513,0.71584706,null,null,6537
GO:0016042,lipid catabolic process,46,5.25769537,0.602058666,0.837158556,0.61113887,null,null,6694
GO:0006021,inositol biosynthetic process,46,3.950997334,0.029709446,0.816089507,0.78397015,null,null,9712
GO:0035556,intracellular signal transduction,45,6.057207609,3.794487002,0.905765298,0.66233911,null,null,160
GO:0032775,DNA methylation on adenine,45,4.383150854,0.080367178,0.80815239,0.93813952,null,null,6310
GO:0015031,protein transport,45,5.926497304,2.808294377,0.86767719,0.66801308,null,null,15833
GO:0030494,bacteriochlorophyll biosynthetic process,45,3.631443769,0.014232727,0.81362296,0.91243837,null,null,15995
GO:0009190,cyclic nucleotide biosynthetic process,44,4.666424373,0.154298197,0.733811648,0.54984135,null,null,9435
GO:0015948,methanogenesis,44,3.730620798,0.017884874,0.876080321,0.63505202,null,null,19684
GO:0016998,cell wall macromolecule catabolic process,44,4.614137591,0.136795834,0.848095807,0.76776457,null,null,71555
GO:0006935,chemotaxis,43,5.227585935,0.561732051,0.936639647,0.66416116,null,null,51607
GO:0000413,protein peptidyl-prolyl isomerization,42,4.762205758,0.192372988,0.84057387,0.48275232,8.130404872,1.277242618,null
GO:0009294,DNA-mediated transformation,42,4.22914408,0.056372111,0.99091668,0.00844067,-6.281862359,-0.978079189,null
GO:0006098,pentose-phosphate shunt,41,4.780418132,0.200611937,0.702829176,0.84139236,null,null,9435
GO:0006011,UDP-glucose metabolic process,40,4.254620574,0.05977812,0.768383402,0.43934398,4.348460674,0.690379157,null
GO:0006097,glyoxylate cycle,40,4.203739809,0.053168999,0.800607301,0.58432178,null,null,6694
GO:0010124,phenylacetate catabolic process,40,4.072580733,0.039308804,0.723015881,0.82805666,null,null,19439
GO:0006614,SRP-dependent cotranslational protein targeting to membrane,39,4.622700906,0.139519976,0.895644345,0.67801845,null,null,15833
GO:0009166,nucleotide catabolic process,39,4.785208785,0.202837152,0.698073027,0.90300243,null,null,19439
GO:0017001,antibiotic catabolic process,38,4.077985291,0.039801078,0.908496303,0.88404575,null,null,17000
GO:0030655,beta-lactam antibiotic catabolic process,38,3.950316164,0.02966288,0.736290129,0.86656444,null,null,17000
GO:0008643,carbohydrate transport,37,5.304509915,0.670584641,0.905806548,0.49062963,-0.85394493,-6.926488506,null
GO:0008616,queuosine biosynthetic process,37,4.633650215,0.143082316,0.708657192,0.88299169,null,null,9435
GO:0006556,S-adenosylmethionine biosynthetic process,37,4.207311151,0.053608055,0.875963825,0.54005567,null,null,19346
GO:0006633,fatty acid biosynthetic process,36,5.349401871,0.743610939,0.720647427,0.77703241,null,null,6694
GO:0009052,"pentose-phosphate shunt, non-oxidative branch",36,3.897132043,0.026243566,0.741146426,0.85418877,null,null,9435
GO:0009165,nucleotide biosynthetic process,36,5.939762789,2.895397071,0.662696948,0.71710742,null,null,9435
GO:0009401,phosphoenolpyruvate-dependent sugar phosphotransferase system,36,4.82037882,0.219947026,0.894897168,0.71742534,null,null,15774
GO:0015986,proton motive force-driven ATP synthesis,36,5.084050517,0.403638682,0.681809839,0.77334164,null,null,19439
GO:0016051,carbohydrate biosynthetic process,34,5.460651322,0.960717407,0.833646801,0.59881341,null,null,5976
GO:0019299,rhamnose metabolic process,34,3.632356046,0.014262663,0.842964065,0.66511664,null,null,5976
GO:0007155,cell adhesion,34,5.326909079,0.706078316,0.988802736,0.01079736,-3.47144882,2.116714408,null
GO:0032508,DNA duplex unwinding,33,5.228295109,0.562650077,0.938776485,0.852792,null,null,6310
GO:0006796,phosphate-containing compound metabolic process,33,6.587332728,12.86111014,0.841511225,0.75791297,null,null,6468
GO:0015969,guanosine tetraphosphate metabolic process,33,4.224351745,0.055753441,0.748179893,0.53398836,null,null,9435
GO:0016311,dephosphorylation,33,5.30807756,0.67611608,0.882765982,0.43945472,4.505214067,4.424496087,null
GO:0042558,pteridine-containing compound metabolic process,32,5.174324434,0.496898137,0.839966826,0.20848376,7.699078851,-2.091851827,null
GO:0000256,allantoin catabolic process,32,3.879554601,0.025202471,0.788569832,0.77478674,null,null,43419
GO:0034220,monoatomic ion transmembrane transport,31,6.047135014,3.707494071,0.885475305,0.89619405,null,null,6812
GO:0009308,amine metabolic process,31,5.248659743,0.589661991,0.883498984,0.20385769,8.814802644,0.058784493,null
GO:0009439,cyanate metabolic process,31,3.356408327,0.007553756,0.829180922,0.12305035,2.470607618,-0.526349324,null
GO:0015977,carbon fixation,31,4.177969136,0.050105586,0.959999443,0.03713562,-5.819941256,-3.29547308,null
GO:0006064,glucuronate catabolic process,31,3.80078579,0.021021462,0.792583937,0.65283507,null,null,19439
GO:0008652,amino acid biosynthetic process,30,5.925885271,2.804339548,0.692552254,0.66979539,null,null,6418
GO:0006777,Mo-molybdopterin cofactor biosynthetic process,30,4.816963418,0.218224064,0.74793509,0.47846026,6.374846368,-0.353280655,null
GO:0006182,cGMP biosynthetic process,30,4.026614968,0.035360627,0.732252158,0.88105925,null,null,9435
GO:0009089,lysine biosynthetic process via diaminopimelate,30,4.894016828,0.260589628,0.735468583,0.84339112,null,null,19346
GO:0009446,putrescine biosynthetic process,29,3.7632033,0.019278543,0.825704161,0.56172569,null,null,30416
GO:0009372,quorum sensing,29,3.742332282,0.018373822,0.931824291,0.61983087,null,null,51607
GO:0006529,asparagine biosynthetic process,28,4.308948386,0.067744323,0.763554283,0.53520061,null,null,6537
GO:0006808,regulation of nitrogen utilization,28,4.286007122,0.064258485,0.970072805,0.2114282,0.402727613,6.987924309,null
GO:0030026,intracellular manganese ion homeostasis,28,3.983400738,0.032011163,0.994092427,0.71813762,null,null,6878
GO:0006164,purine nucleotide biosynthetic process,28,5.767714522,1.948317006,0.655115478,0.91829415,null,null,9435
GO:0006546,glycine catabolic process,28,4.515926803,0.109108706,0.738101596,0.7466794,null,null,19346
GO:0009432,SOS response,27,4.847171492,0.233943594,0.921834597,0.72642561,null,null,6310
GO:0030261,chromosome condensation,27,4.385820687,0.080862779,0.947589022,0.65830892,null,null,6310
GO:0008203,cholesterol metabolic process,27,4.282803314,0.063786168,0.789555105,0.85565762,null,null,6694
GO:0006402,mRNA catabolic process,27,4.945936111,0.2936818,0.718444995,0.84329258,null,null,19439
GO:0009073,aromatic amino acid family biosynthetic process,27,5.189790595,0.514912732,0.704786197,0.78366656,null,null,19439
GO:0051782,negative regulation of cell division,27,3.325515663,0.007034872,0.974511463,0.53681571,null,null,45892
GO:0006364,rRNA processing,26,5.547113533,1.172352307,0.73852109,0.77689794,null,null,6418
GO:0046677,response to antibiotic,26,4.845556909,0.233075461,0.953742217,0.44158593,-1.840894633,4.966300716,null
GO:0051304,chromosome separation,26,3.948706309,0.029553116,0.988821956,0.00799486,-3.6363479,-3.314577249,null
GO:0006351,DNA-templated transcription,25,6.329375706,7.101029945,0.705502695,0.65411801,null,null,6352
GO:0006354,DNA-templated transcription elongation,25,4.507882846,0.107106345,0.795949725,0.42249177,6.411402435,-3.589494898,null
GO:0006779,porphyrin-containing compound biosynthetic process,25,5.175506015,0.498251892,0.76534177,0.86375528,null,null,6694
GO:0006415,translational termination,25,4.700919945,0.1670541,0.736496243,0.56723046,null,null,44780
GO:0140673,transcription elongation-coupled chromatin remodeling,25,4.124536828,0.044304727,0.778351958,0.39269005,5.133008904,-3.800173203,null
GO:0009103,lipopolysaccharide biosynthetic process,24,4.569561166,0.123451197,0.748025605,0.72373288,null,null,5976
GO:0006826,iron ion transport,24,4.936820254,0.287581585,0.912706327,0.64767768,null,null,6812
GO:0006605,protein targeting,24,5.211942412,0.541858122,0.883904037,0.7826691,null,null,15833
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,23,4.696330173,0.165297877,0.737726123,0.47525953,5.358497529,-1.895786453,null
GO:0006523,alanine biosynthetic process,23,4.145165317,0.046460092,0.771607914,0.49435516,4.161423612,-0.418707584,null
GO:0006750,glutathione biosynthetic process,23,4.33405144,0.071775654,0.800374313,0.47192332,6.828106408,-1.292048507,null
GO:0006213,pyrimidine nucleoside metabolic process,23,4.157758886,0.047827152,0.764404257,0.80907932,null,null,9435
GO:0019069,viral capsid assembly,23,3.559068334,0.012047427,1,0,-6.326362195,-0.183482018,null
GO:0046685,response to arsenic-containing substance,23,3.72427587,0.017625432,0.961427371,0.37516074,-1.802322266,4.644236648,null
GO:0006221,pyrimidine nucleotide biosynthetic process,22,5.248735679,0.589765102,0.686908935,0.8132,null,null,6207
GO:0046417,chorismate metabolic process,22,4.881424603,0.253142309,0.816013212,0.6819613,null,null,6537
GO:0019217,regulation of fatty acid metabolic process,22,3.740599513,0.018300646,0.974331498,0.20579833,2.114899309,6.218200976,null
GO:0010468,regulation of gene expression,22,6.556796591,11.98787793,0.956741778,0.81084717,null,null,45892
GO:0006430,lysyl-tRNA aminoacylation,21,4.173710603,0.049616638,0.713513895,0.74521498,null,null,6418
GO:0036211,protein modification process,21,6.403188836,8.416557701,0.784096448,0.70666382,null,null,6468
GO:0030488,tRNA methylation,20,4.889368943,0.257815593,0.768818412,0.78875215,null,null,6418
GO:0046654,tetrahydrofolate biosynthetic process,20,4.674907047,0.157341653,0.7878913,0.89493371,null,null,6694
GO:0009972,cytidine deamination,20,3.906173364,0.026795712,0.718751603,0.77479105,null,null,9435
GO:1990397,queuosine salvage,20,3.660865478,0.015230581,0.747310354,0.74404352,null,null,9435
GO:0044341,sodium-dependent phosphate transport,20,3.852113861,0.023659123,0.93791939,0.56729424,null,null,15703
GO:0042919,benzoate transport,20,3.345177617,0.007360838,0.919739392,0.64765846,null,null,15833
GO:0009113,purine nucleobase biosynthetic process,19,4.525018878,0.111417075,0.743473817,0.86908398,null,null,6207
GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",19,4.653337959,0.149718046,0.718432651,0.85348625,null,null,6694
GO:0007154,cell communication,19,6.415667164,8.661893464,0.985358396,0.01593577,-5.701043386,2.721698312,null
GO:0050992,dimethylallyl diphosphate biosynthetic process,19,4.135100834,0.045395714,0.868416549,0.32490555,4.72713361,3.208894259,null
GO:0005991,trehalose metabolic process,18,4.4142043,0.086324368,0.898502302,0.86333278,null,null,5976
GO:0006420,arginyl-tRNA aminoacylation,18,4.278410601,0.063144215,0.70887704,0.76018892,null,null,6418
GO:0008033,tRNA processing,18,5.638987162,1.448545049,0.766756899,0.81150306,null,null,6418
GO:0009117,nucleotide metabolic process,18,6.039865234,3.64594975,0.687204509,0.92851334,null,null,9435
GO:0015727,lactate transport,18,3.571592383,0.012400002,0.917181543,0.68561717,null,null,15833
GO:0017187,peptidyl-glutamic acid carboxylation,18,3.369586891,0.007786589,0.871915293,0.48480159,8.391444472,2.29777741,null
GO:0032259,methylation,18,5.973409592,3.128635516,0.959018074,0.03895543,-4.168069164,-4.382591961,null
GO:1902209,negative regulation of bacterial-type flagellum assembly,17,3.023663918,0.003509121,0.967438944,0.81986085,null,null,1558
GO:0071586,CAAX-box protein processing,17,4.47633882,0.099602481,0.84126573,0.84187591,null,null,6465
GO:0034755,iron ion transmembrane transport,17,4.622928621,0.139593152,0.902013195,0.83387159,null,null,6812
GO:0035444,nickel cation transmembrane transport,17,3.604118006,0.013364594,0.917102991,0.70143181,null,null,6812
GO:0006741,NADP biosynthetic process,17,4.183981219,0.050804084,0.731561198,0.86004326,null,null,9435
GO:0009758,carbohydrate utilization,17,2.64246452,0.001456867,0.960152371,0.22091549,-2.373654566,5.938569201,null
GO:0006535,cysteine biosynthetic process from serine,17,4.468686952,0.097862889,0.749607197,0.86268696,null,null,19346
GO:0006576,biogenic amine metabolic process,17,5.136967759,0.455942874,0.868419983,0.80976261,null,null,19439
GO:0006744,ubiquinone biosynthetic process,17,4.709998828,0.170583178,0.797233854,0.78852252,null,null,19439
GO:0009404,toxin metabolic process,17,4.408070286,0.085113638,0.925967269,0.746364,null,null,30638
GO:0001510,RNA methylation,16,5.406882372,0.848841318,0.776653597,0.81092064,null,null,6418
GO:0009452,7-methylguanosine RNA capping,16,4.113441954,0.04318713,0.831099162,0.22632374,7.480826417,-3.772920683,null
GO:0006821,chloride transport,16,4.886490725,0.256112589,0.910660218,0.66417375,null,null,15703
GO:0046034,ATP metabolic process,16,5.119440656,0.437908322,0.707733341,0.96452749,null,null,19439
GO:0019748,secondary metabolic process,16,5.085900375,0.405361644,0.966492993,0.03067005,-5.218445125,-1.373298181,null
GO:0009228,thiamine biosynthetic process,15,4.867178648,0.24497321,0.706920954,0.84190464,null,null,6207
GO:0006274,DNA replication termination,15,3.441852176,0.00919689,0.858260189,0.65376713,null,null,6270
