,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
235,k121_36485,1614,,3,0.2,no,0,0,0,0,0,0,0,1
240,k121_1174066,1601,,2,0.1,no,0,0,0,0,0,0,0,1
242,k121_434834,1599,,3,0.2,no,0,0,0,0,0,0,0,1
245,k121_536043,1586,,2,0.1,no,0,0,0,0,0,0,0,1
249,k121_677193,1577,,2,1.4,no,0,0,0,0,0,1,0,0
254,k121_1023849,1551,,3,0.2,no,0,0,0,0,0,0,0,1
255,k121_1787977,1550,,1,0.0,no,0,1,0,0,0,0,0,0
265,k121_62630,1495,,2,0.0,no,0,0,1,0,0,0,0,0
269,k121_1191097,1483,,1,0.1,no,0,0,0,0,0,0,0,1
287,k121_1310086,1412,,2,0.0,no,0,1,0,0,0,0,0,0
288,k121_2017434,1411,,1,0.0,no,0,1,0,0,0,0,0,0
290,k121_535742,1397,,3,5.2,no,0,0,0,0,0,0,0,1
291,k121_813440,1378,,1,0.0,no,0,0,1,0,0,0,0,0
293,k121_1308888,1367,,1,0.6,no,0,0,0,0,0,0,0,1
295,k121_1318121,1364,,2,0.5,no,0,0,0,0,0,0,0,1
298,k121_698122,1355,,2,-0.3,no,0,0,1,0,0,0,0,1
301,k121_1509707,1338,,2,1.4,no,0,0,0,0,0,0,0,0
304,k121_1121231,1313,,1,0.4,no,1,0,0,0,0,0,0,1
306,k121_2061470,1306,,1,0.0,no,0,1,0,0,0,0,0,0
309,k121_593690,1292,,1,1.1,no,0,0,0,0,0,0,0,1
311,k121_390082,1287,,2,1.4,no,0,0,0,0,0,0,0,1
320,k121_833609,1259,,1,0.1,no,1,0,0,0,0,0,0,1
321,k121_2111789,1258,,1,4.9,no,0,0,1,0,0,0,0,1
324,k121_1997702,1254,,1,9.7,no,0,0,0,0,0,0,0,1
325,k121_463599,1254,,1,0.4,no,0,0,0,0,0,0,0,1
327,k121_811394,1252,,2,0.2,no,0,0,0,0,0,0,0,1
330,k121_1077640,1231,,2,17.1,no,0,0,0,0,0,0,0,1
331,k121_1839650,1225,,2,10.3,no,0,0,0,0,0,0,0,0
337,k121_388214,1180,,2,0.2,no,0,0,0,0,0,0,0,1
343,k121_1095024,1158,,2,1.3,no,0,0,0,0,0,0,0,0
347,k121_2101192,1146,,1,2.8,no,0,1,0,0,0,0,0,1
358,k121_1816936,1097,,1,0.6,no,0,0,0,0,0,0,0,1
359,k121_78860,1087,,2,2.7,no,0,0,0,0,0,0,0,0
360,k121_1864469,1086,,1,0.6,no,0,0,0,0,0,0,0,1
363,k121_951507,1073,,1,0.1,no,0,1,0,0,0,0,0,1
372,k121_1321834,1060,,1,0.0,no,0,0,1,0,0,0,0,0
373,k121_2229382,1060,,1,1.4,no,0,0,0,0,0,0,0,1
378,k121_1497131,1050,,2,1.6,no,0,0,0,0,0,0,0,0
384,k121_79266,1042,,3,1.1,no,0,0,0,0,0,0,0,1
385,k121_2012235,1036,,2,2.6,no,0,0,0,0,0,0,0,1
389,k121_527431,1021,,1,5.7,no,0,0,0,0,0,0,0,1
393,k121_635610,1008,,1,0.1,no,0,0,0,0,0,0,0,1
394,k121_1548424,1005,,1,0.0,no,0,1,0,0,0,0,0,0
395,k121_2118802,1005,,2,0.2,no,0,0,0,0,0,0,0,1
