,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
350,k121_1586716,1172,,1,0.4,no,0,0,0,0,1,0,0,1
351,k121_1028498,1169,,1,15.7,no,0,0,0,0,0,0,0,0
353,k121_796624,1163,,2,0.8,no,0,0,0,0,0,0,0,1
359,k121_1899536,1140,,1,0.1,no,0,0,0,0,0,0,0,1
360,k121_385329,1135,,1,0.1,no,0,0,0,0,0,0,0,1
361,k121_172256,1126,,1,0.1,no,0,0,0,0,0,0,0,1
371,k121_310990,1110,,1,0.1,no,0,0,0,0,0,0,0,1
376,k121_1791857,1103,,1,0.9,no,0,0,0,0,0,0,0,1
378,k121_1245698,1092,,3,0.2,no,0,0,0,0,0,0,0,1
379,k121_2044720,1091,,1,0.1,no,0,0,0,0,0,0,0,1
381,k121_220982,1091,,2,0.2,no,0,0,0,0,0,0,0,1
384,k121_2125952,1079,,2,0.5,no,0,0,0,0,0,0,0,1
388,k121_1305243,1071,,1,0.4,no,0,0,0,0,0,0,0,1
389,k121_2057457,1070,,1,0.1,no,0,0,0,0,0,0,0,1
391,k121_493999,1060,,1,0.1,no,0,0,0,0,0,0,0,1
399,k121_412394,1041,,1,0.1,no,0,0,0,0,0,0,0,1
400,k121_1382054,1041,,1,0.0,no,0,0,1,0,1,0,0,0
407,k121_953848,1021,,2,1.6,no,0,0,0,0,0,0,0,1
415,k121_2102212,1007,,1,0.1,no,0,0,0,0,0,0,0,1
418,k121_2042330,1002,,1,0.1,no,0,0,0,0,0,0,0,1
420,k121_697740,1000,,1,0.4,no,0,0,0,0,0,0,0,1
