,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
249,k121_1775827,1567,,1,0.1,no,0,0,0,0,0,0,0,1
251,k121_2644291,1550,,1,0.1,no,0,0,0,0,0,0,0,1
252,k121_1632852,1531,,2,0.1,no,0,0,0,0,0,0,0,1
253,k121_3634972,1531,,2,0.4,no,0,0,0,0,0,0,0,1
254,k121_1998727,1525,,1,0.9,no,0,0,0,0,0,0,0,0
255,k121_320538,1523,,1,6.7,no,0,0,0,0,0,0,0,0
256,k121_1401523,1519,,1,0.0,no,0,1,0,0,0,0,0,0
259,k121_1381332,1504,,1,0.1,no,0,0,1,0,0,0,0,1
260,k121_2099001,1495,,1,0.1,no,0,0,0,0,0,0,0,1
261,k121_3629577,1493,,2,0.2,no,0,0,0,0,0,0,0,1
263,k121_3679932,1481,,1,0.1,no,0,0,0,0,0,0,0,1
266,k121_545373,1479,,2,0.4,no,0,0,0,0,0,0,0,1
276,k121_3676827,1402,,1,0.1,no,0,0,0,0,0,0,0,1
279,k121_1558877,1389,,1,0.0,no,0,0,1,0,0,0,0,0
280,k121_3272765,1374,,2,0.9,no,0,0,0,0,0,0,0,0
281,k121_124690,1373,,2,2.6,no,0,0,0,0,0,0,0,1
282,k121_660508,1362,,1,0.1,no,0,0,0,0,0,0,0,1
283,k121_2393953,1359,,1,3.3,no,0,0,0,0,0,0,0,0
285,k121_2518969,1354,,2,0.2,no,0,1,0,0,0,0,0,1
287,k121_3260115,1352,,2,0.2,no,0,0,0,0,0,0,0,1
291,k121_3948955,1343,,1,0.4,no,0,0,0,0,0,0,0,1
293,k121_3808724,1341,,1,0.2,no,0,0,0,0,0,0,0,1
296,k121_1166163,1335,,2,0.5,no,0,0,0,0,0,0,0,1
298,k121_1924591,1331,,2,1.6,no,0,0,0,0,0,0,0,0
300,k121_1906756,1328,,1,0.6,no,0,0,0,0,0,0,0,1
305,k121_2759397,1309,,1,0.1,no,0,0,0,0,0,0,0,1
306,k121_3863118,1308,,1,0.1,no,0,0,0,0,0,0,0,1
309,k121_201658,1296,,1,0.4,no,0,0,0,0,0,0,0,1
311,k121_3861909,1291,,1,0.1,no,0,0,0,0,0,0,0,1
312,k121_4151471,1288,,1,0.1,no,0,0,0,0,0,0,0,1
315,k121_4143717,1283,,1,1.6,no,0,0,0,0,0,0,0,0
322,k121_3575463,1248,,2,0.2,no,0,0,0,0,0,0,0,1
325,k121_2328358,1241,,1,0.1,no,0,0,0,0,0,0,0,1
329,k121_3742988,1221,,1,0.1,no,0,0,0,0,0,0,0,1
341,k121_3472290,1199,,2,0.2,no,0,0,0,0,0,0,0,1
342,k121_995931,1194,,1,1.1,no,0,0,0,0,0,0,0,1
343,k121_3516935,1194,,1,1.4,no,0,0,0,0,0,0,0,0
344,k121_1960993,1190,,1,0.1,no,0,0,0,0,0,0,0,1
345,k121_4283019,1190,,1,0.1,no,0,0,0,0,0,0,0,1
346,k121_2572346,1189,,1,0.1,no,0,0,0,0,0,0,0,1
347,k121_139205,1188,,2,0.2,no,0,0,0,0,0,0,0,1
349,k121_3702431,1182,,1,0.0,no,0,1,0,0,0,0,0,0
350,k121_2106021,1182,,1,0.1,no,0,0,0,0,0,0,0,1
352,k121_3281209,1178,,1,0.4,no,0,0,0,0,0,0,0,1
355,k121_1052712,1172,,1,0.1,no,0,0,0,0,0,0,0,1
357,k121_364802,1162,,1,4.5,no,0,0,0,0,0,0,0,1
360,k121_3322237,1155,,1,0.1,no,0,0,0,0,0,0,0,1
369,k121_1209526,1134,,2,0.2,no,0,0,0,0,0,0,0,1
377,k121_2336518,1119,,1,0.0,no,0,0,1,0,1,0,0,0
380,k121_2612774,1106,,1,0.1,no,0,0,0,0,0,0,0,1
381,k121_2685038,1103,,1,0.6,no,0,1,0,0,0,0,0,1
387,k121_3087104,1089,,1,19.2,no,0,0,0,0,0,0,0,0
388,k121_1470748,1089,,1,0.1,no,0,0,0,0,0,0,0,1
389,k121_387415,1086,,1,2.4,no,0,0,0,0,0,0,0,1
390,k121_3659952,1085,,1,0.4,no,0,0,0,0,0,0,0,1
393,k121_1854575,1079,,1,1.1,no,0,0,0,0,0,0,0,1
395,k121_37375,1077,,1,0.1,no,0,0,0,0,0,0,0,1
400,k121_3384142,1061,,1,0.1,no,0,0,0,0,0,0,0,1
402,k121_424243,1061,,1,4.5,no,0,0,0,0,0,0,0,0
404,k121_3841539,1057,,2,0.2,no,0,0,0,0,0,0,0,1
408,k121_2751008,1050,,2,0.2,no,0,0,0,0,0,0,0,1
409,k121_3628964,1048,,1,0.1,no,0,0,0,0,0,0,0,1
415,k121_3942861,1043,,1,0.1,no,0,0,0,0,0,0,0,1
423,k121_1464490,1024,,2,0.3,no,0,0,0,0,0,0,0,1
427,k121_3343292,1015,,1,0.1,no,0,0,0,0,0,0,0,1
428,k121_1256822,1013,,1,0.1,no,0,1,0,0,0,0,0,1
429,k121_2590926,1012,,1,0.1,no,0,0,0,0,0,0,0,1
430,k121_637179,1010,,3,1.2,no,0,0,0,0,0,0,0,1
