,ID,Length,Coverage,# ORFs,RDS,Circular,Inc Type(s),# Replication,# Mobilization,# OriT,# Conjugation,# AMRs,# rRNAs,# Plasmid Hits
157,k121_816056,2451,,2,0.3,no,0,0,0,0,0,0,0,1
158,k121_297339,2450,,1,0.1,no,0,0,0,0,0,0,0,1
161,k121_1895517,2394,,3,0.0,yes,0,0,1,0,0,0,0,0
163,k121_1087411,2350,,2,0.2,no,0,0,0,0,0,0,0,1
166,k121_457647,2311,,4,1.5,no,0,0,0,0,0,0,0,0
168,k121_1073608,2293,,2,0.7,no,0,0,0,0,0,0,0,1
178,k121_1779755,2115,,1,0.1,no,0,0,0,0,0,0,0,1
188,k121_10521,1985,,1,0.1,no,0,0,0,0,0,0,0,1
191,k121_276392,1955,,4,1.1,no,0,0,0,0,0,0,0,1
195,k121_252123,1904,,1,0.0,no,0,1,0,0,0,0,0,0
196,k121_1511773,1900,,2,0.1,no,0,0,0,0,0,0,0,1
198,k121_403479,1866,,2,0.0,no,0,0,1,0,0,0,0,0
199,k121_961405,1859,,5,0.8,no,0,0,0,0,0,0,0,1
202,k121_1507673,1848,,2,0.2,no,0,0,0,0,0,0,0,1
203,k121_731593,1831,,1,0.1,no,0,0,0,0,0,0,0,1
207,k121_1149808,1824,,1,0.1,no,0,0,0,0,0,0,0,1
227,k121_1006283,1714,,1,0.1,no,0,0,0,0,0,0,0,1
229,k121_136363,1699,,2,0.0,no,0,1,0,0,0,0,0,0
237,k121_971298,1684,,1,0.1,no,0,0,0,0,0,0,0,1
238,k121_182318,1682,,1,0.1,no,0,0,0,0,0,0,0,1
242,k121_152144,1676,,4,0.3,no,0,0,0,0,0,0,0,1
248,k121_965250,1643,,2,0.0,no,0,1,0,0,0,0,0,0
251,k121_763876,1633,,1,0.1,no,0,0,0,0,0,0,0,1
254,k121_1138132,1616,,1,0.4,no,0,0,0,0,0,0,0,1
255,k121_231257,1608,,3,1.8,no,0,0,0,0,0,0,0,1
256,k121_908788,1605,,2,0.1,no,0,0,0,0,0,0,0,1
257,k121_68221,1603,,3,6.5,no,0,0,0,0,0,0,0,1
258,k121_69943,1599,,3,0.1,no,0,0,0,0,0,0,0,1
261,k121_901086,1586,,2,0.3,no,0,0,0,0,0,0,0,1
263,k121_3403,1585,,2,0.4,no,0,0,0,0,0,0,0,1
269,k121_1743191,1535,,2,0.0,no,0,0,1,0,1,0,0,0
270,k121_1668917,1527,,1,0.1,no,0,0,0,0,0,0,0,1
272,k121_539989,1515,,3,1.4,no,0,0,0,0,0,0,0,1
277,k121_554115,1505,,1,0.1,no,0,0,0,0,0,0,0,1
279,k121_231634,1498,,1,4.5,no,0,0,0,0,0,0,0,1
283,k121_396496,1462,,2,0.0,no,0,1,0,0,0,0,0,0
285,k121_443332,1460,,1,0.1,no,0,0,0,0,0,0,0,1
287,k121_1476213,1457,,1,0.1,no,0,0,0,0,0,0,0,1
289,k121_971150,1446,,1,0.1,no,0,0,0,0,0,0,0,1
291,k121_1795794,1442,,2,0.1,no,0,0,0,0,0,0,0,1
292,k121_809271,1441,,2,1.1,no,0,0,0,0,0,0,0,1
300,k121_600268,1368,,1,0.1,no,0,0,0,0,0,0,0,1
301,k121_1094192,1367,,1,4.5,no,0,0,0,0,0,0,0,1
302,k121_1303575,1361,,2,0.6,no,0,0,0,0,0,0,0,1
306,k121_1710950,1340,,2,0.0,no,0,1,0,0,0,0,0,1
308,k121_45684,1335,,2,0.4,no,0,0,0,0,1,0,0,1
312,k121_1672696,1313,,3,0.6,no,0,0,0,0,0,0,0,1
313,k121_545676,1311,,2,0.3,no,0,0,0,0,0,0,0,1
314,k121_1310433,1307,,1,0.1,no,0,0,0,0,0,0,0,1
315,k121_1214998,1302,,1,0.1,no,0,0,0,0,0,0,0,1
319,k121_1264573,1290,,1,1.1,no,0,0,0,0,0,0,0,1
322,k121_269073,1273,,1,0.1,no,0,0,0,0,0,0,0,1
324,k121_545239,1264,,1,0.1,no,0,0,0,0,0,0,0,1
329,k121_980595,1236,,1,0.6,no,0,0,0,0,0,0,0,1
332,k121_339609,1223,,1,0.1,no,0,0,0,0,0,0,0,1
335,k121_682046,1217,,1,0.0,no,0,0,1,0,0,0,0,0
342,k121_1643291,1199,,1,0.0,no,0,1,0,0,0,0,0,0
344,k121_1260294,1193,,1,0.9,no,0,0,0,0,0,0,0,1
345,k121_1541576,1189,,1,0.0,no,0,1,0,0,0,0,0,0
347,k121_1689451,1188,,2,0.1,no,0,0,0,0,0,0,0,1
350,k121_786569,1174,,2,0.2,no,0,0,0,0,0,0,0,1
353,k121_874192,1162,,1,0.4,no,0,0,0,0,0,0,0,1
358,k121_1600520,1155,,1,1.8,no,0,0,0,0,0,0,0,1
361,k121_1367687,1140,,1,2.3,no,0,0,0,0,0,0,0,0
362,k121_1862367,1138,,1,0.1,no,0,0,0,0,0,0,0,1
363,k121_1421838,1136,,2,1.2,no,0,0,0,0,0,0,0,0
366,k121_183211,1123,,1,0.1,no,0,0,0,0,0,0,0,1
368,k121_978856,1121,,1,0.1,no,0,0,0,0,0,0,0,1
369,k121_1651654,1119,,2,0.3,no,0,0,0,0,0,0,0,1
371,k121_101427,1111,,1,0.4,no,0,0,0,0,0,0,0,1
372,k121_1377765,1098,,3,1.4,no,0,0,0,0,0,0,0,1
375,k121_1073309,1093,,2,0.4,no,0,0,0,0,0,0,0,1
380,k121_504072,1073,,1,0.1,no,0,0,0,0,0,0,0,1
382,k121_1563989,1071,,1,1.6,no,0,0,0,0,0,0,0,1
384,k121_39868,1068,,1,0.6,no,0,0,0,0,0,0,0,1
386,k121_351001,1066,,2,0.2,no,0,0,0,0,0,0,0,1
387,k121_732648,1066,,1,0.0,no,0,1,0,0,0,0,0,1
397,k121_10624,1045,,1,0.6,no,0,0,0,0,0,0,0,1
401,k121_1311573,1033,,2,0.2,no,0,0,0,0,0,0,0,1
412,k121_1341855,1011,,1,0.1,no,0,0,0,0,0,0,0,1
414,k121_1703268,1010,,1,0.2,no,0,0,0,0,0,0,0,1
415,k121_504857,1010,,1,1.4,no,0,0,0,0,0,0,0,0
416,k121_1742489,1008,,1,0.1,no,0,0,0,0,0,0,0,1
418,k121_1807372,1006,,1,0.1,no,0,0,0,0,0,0,0,1
419,k121_569876,1005,,2,0.3,no,0,0,0,0,0,0,0,1
